id,pose rmsd,pocket rmsd,qs score,lddt-pli,qs_score
1CKJ,6.40083895848428,9.320233816305516,0.9434422767726516,0.9530960785287412,
1Q8U,8.53162673443023,7.469322547601025,0.910580284561445,0.9202340863175348,1.0
1REK,5.618594437984258,5.94950346863203,0.896158502654579,0.9058123044106688,1.0
2BUJ,5.9110469156166925,8.188332267835188,0.8834564920178619,0.8931102937739517,1.0
2CMW,5.59574170460578,6.451836039713897,0.9217651804696948,0.9314189822257845,1.0
2VWB,6.263700269275824,5.8918856295861985,0.9039290435796103,0.9135828453357,1.0
2XYN,7.599607115046403,5.116915396366088,0.9169475543807,0.9266013561367896,1.0
2YA9,4.094454098526273,6.781970287838781,0.920353891652945,0.9300076934090348,0.0
2YIS,6.2033590947886035,5.331491449179023,0.9399159555862627,0.9495697573423526,1.0
2YIW,7.478488394098808,5.483987617279432,0.8808089992259754,0.8904628009820652,1.0
3A2C,4.024992539580891,6.341448439608201,0.928264335095488,0.9379181368515777,1.0
3BWJ,,,,,
3C5U,5.676177618138133,4.5743147210198485,0.8756417599204395,0.8852955616765292,1.0
3CBL,4.776696156625566,8.06477741229208,0.9619604046328492,0.9716142063889388,1.0
3CD3,4.450700380851995,3.9863105611436866,0.8778429961468571,0.8874967979029469,1.0
3EN9,6.40459725357911,6.382117208020365,0.8797138107479558,0.8893676125040456,
3ENH,,,,,
3EZR,6.964233433736291,4.748599352385876,0.916678337791164,0.9263321395472538,1.0
3F9N,7.545361877624881,5.350804599777154,0.9135615529083704,0.92321535466446,1.0
3GVU,5.908161187525192,7.648935681486886,0.9248739737855411,0.934527775541631,1.0
3H30,,,,,
3HL7,8.163754490542267,5.4630992725553575,0.9230411679499028,0.9326949697059924,1.0
3HLL,6.041231204098523,4.23665256856082,0.898566644906548,0.9082204466626378,1.0
3HP2,5.227000983690317,6.946206110994704,0.9301671031855367,0.9398209049416266,1.0
3HP5,6.901882581787271,4.018109944873736,0.9292525040233556,0.9389063057794452,1.0
3HRF,6.7375839172403955,5.0976510515560305,0.8726282742910976,0.8822820760471873,1.0
3JVR,,,,,
3JVS,,,,,
3K3I,5.419472981738979,6.208941048198304,0.9326292453542744,0.942283047110364,1.0
3K3J,5.196449361925975,6.579069484738199,0.9050516422935224,0.9147054440496122,1.0
3K5V,,,,,
3LJ0,5.320770510651553,8.38732513876977,0.90433591457626,0.9139897163323496,1.0
3LW0,6.992328224025805,7.604990302853592,0.9033989084263172,0.9130527101824067,1.0
3MS9,4.622486150801644,7.314027518846493,0.9253687165789132,0.9350225183350028,1.0
3MSS,4.171644134465179,5.325574330519256,0.889993247622825,0.8996470493789147,1.0
3NEW,,,,,
3O2M,,,,,
3O96,6.320793774379437,4.950294548456564,0.9275228679234679,0.9371766696795576,1.0
3OHT,5.149605586188831,7.868649824387878,0.9230610658691092,0.932714867625199,1.0
3ORO,,,,,
3ORX,,,,,
3ORZ,4.3664628076158305,5.948792351971061,0.9034301531621244,0.913083954918214,1.0
3OTU,6.207184629126187,5.841778600038241,0.908332709577374,0.9179865113334638,1.0
3PJ1,4.9925889056394945,6.533192779576252,0.9660105052790594,0.9756643070351492,1.0
3PXF,,,,,
3PXQ,4.699870487928254,3.8538757935453445,0.8949404819417048,0.9045942836977946,1.0
3PXZ,7.276501404359191,7.714495070357804,0.9343378963795695,0.9439916981356592,1.0
3PY1,8.692818186917282,7.2529517341692,0.9356562220331116,0.9453100237892011,1.0
3PYY,4.339725709770555,5.129562581604084,0.8984162425544384,0.9080700443105282,1.0
3Q6U,,,,,
3ROC,,,,,
3TKU,,,,,
3UTO,4.161476379832949,6.045635324539735,0.913217051397754,0.9228708531538437,0.0
3W8L,5.53260201629828,7.877071102201651,0.9396201415584464,0.9492739433145362,0.0
3ZOS,7.5204496704923365,5.518932246007659,0.9276630954619448,0.9373168972180344,1.0
4A06,9.299033590266951,6.425083906525192,0.8915725852927874,0.9012263870488773,1.0
4A07,7.0252621858436415,8.330601046638128,0.91048222004493,0.9201360218010196,1.0
4AW0,5.311454341901384,4.138872309426786,0.911714755018019,0.9213685567741088,1.0
4AW1,6.818453435984362,5.344361828992885,0.9161429408132495,0.9257967425693394,1.0
4AW2,6.323253704165,5.61303455871393,0.9671297647259623,0.976783566482052,1.0
4CFE,5.326243871365387,8.694500022162925,0.9309495762932996,0.9406033780493892,1.0
