id,pose rmsd,pocket rmsd,qs score,lddt-pli,qs_score
1Q8UA,,,,,
1REKA,4.481522818416967,6.344897812568917,0.8072986691747004,0.8187367426235078,1.0
2BUJA,5.861930093299496,6.546564918636105,0.8201433571954044,0.8315814306442119,1.0
2CMWA,,,,,
2GNHA,4.425219670969755,5.937967102431332,0.8151979200586185,0.8266359935074259,1.0
2HZ4A,5.470601452566225,4.991975835834909,0.8442454997586645,0.8556835732074719,1.0
2HZ4C,5.399526318977777,6.49661015195756,0.8170979959047306,0.8285360693535381,1.0
2QLQA,4.570957807420969,5.869444578039557,0.7817820456526371,0.7932201191014445,1.0
2RG6A,5.475532668139981,7.827839446760523,0.7913033560799748,0.8027414295287822,1.0
2VO0A,4.544090403148849,4.999556500817828,0.7769809826969162,0.7884190561457236,1.0
2VO7A,5.3367922752358545,7.348714711267765,0.8100020129853578,0.8214400864341652,1.0
2VWBA,5.704422699072058,4.172721769008575,0.8314540741791605,0.8428921476279679,1.0
2VWBB,,,,,
2XYNB,4.97225249331904,3.640079477908013,0.7819212171288055,0.7933592905776129,1.0
2XYNC,,,,,
2YA9A,4.535848771418188,5.664710642016649,0.8001719268999231,0.8116100003487305,1.0
2YA9B,5.467981302596972,3.903344137902057,0.7986717561330472,0.8101098295818546,1.0
2YISA,4.951432431688131,4.33970219127777,0.8122804093202151,0.8237184827690225,1.0
2YIWA,4.815451560772914,4.570189459162198,0.7947319562032026,0.80617002965201,1.0
3A2CA,4.808610492055331,4.3257783867559585,0.8165849650139456,0.828023038462753,1.0
3A2CB,,,,,
3A2CC,4.2631884164054785,3.1241836146436612,0.8126204213114593,0.8240584947602667,1.0
3PYYA,5.6310085518209485,5.642127879824542,0.781349607029866,0.7927876804786734,1.0
3PYYB,5.0930637896966715,6.706648791658761,0.8497128665823593,0.8611509400311668,1.0
3Q6UA,4.422666928720442,4.754244379517156,0.8274186958932966,0.8388567693421041,1.0
